id,name,segment,territory_id,assigned_salesperson_id,lat,lng,priority,avg_order_value_rm,open_pipeline_rm,last_visit_days,reorder_probability
cust-0219,Cahaya Industrial 219,maintenance,terr-pj,sp-pj,3.086677,101.619709,2,10728.87,10461.72,71,0.736
cust-0220,Delta Buildmart 220,maintenance,terr-pj,sp-pj,3.077049,101.648532,2,8542.03,2446.19,79,0.712
cust-0221,Eagle Contractors 221,project_site,terr-pj,sp-pj,3.126582,101.570972,4,12978.8,8315.04,53,0.781
cust-0222,Fortis Site Services 222,distributor,terr-pj,sp-pj,3.059513,101.582311,3,5632.15,4295.75,35,0.681
cust-0223,Gemilang Project Supply 223,contractor,terr-pj,sp-pj,3.137745,101.598955,2,12227.36,11317.12,35,0.575
cust-0224,Harapan Trading 224,contractor,terr-pj,sp-pj,3.114008,101.62458,3,6876.67,10032.19,11,0.536
cust-0225,Ikon Construction 225,project_site,terr-pj,sp-pj,3.108966,101.573169,4,6972.42,10308.32,49,0.757
cust-0226,Jaya Engineering 226,maintenance,terr-pj,sp-pj,3.111853,101.550077,2,9290.07,12066.99,105,0.857
cust-0227,Kencana Industrial 227,distributor,terr-pj,sp-pj,3.120491,101.645621,4,8851.61,14511.7,113,0.95
cust-0228,Metro Buildmart 228,distributor,terr-pj,sp-pj,3.091961,101.552637,3,6968.76,2894.86,78,0.744
cust-0229,Apex Contractors 229,contractor,terr-pj,sp-pj,3.148848,101.623882,4,5392.23,3367.5,101,0.95
cust-0230,Bintang Site Services 230,project_site,terr-pj,sp-pj,3.102091,101.578686,3,8965.0,9950.45,110,0.917
cust-0231,Cahaya Project Supply 231,project_site,terr-pj,sp-pj,3.116175,101.609644,5,2576.96,3739.13,82,0.95
cust-0232,Delta Trading 232,maintenance,terr-pj,sp-pj,3.114574,101.661319,4,14037.53,6646.47,34,0.68
cust-0233,Eagle Construction 233,contractor,terr-pj,sp-pj,3.111746,101.58266,4,7950.81,2269.1,120,0.95
cust-0234,Fortis Engineering 234,project_site,terr-pj,sp-pj,3.138562,101.647646,5,7284.97,12646.42,17,0.768
cust-0235,Gemilang Industrial 235,project_site,terr-pj,sp-pj,3.089412,101.595182,2,6915.66,7256.62,52,0.564
cust-0236,Harapan Buildmart 236,project_site,terr-pj,sp-pj,3.092181,101.590645,4,3117.79,3870.01,17,0.753
cust-0237,Ikon Contractors 237,project_site,terr-pj,sp-pj,3.152838,101.620275,2,6111.05,4669.92,69,0.626
cust-0238,Jaya Site Services 238,maintenance,terr-pj,sp-pj,3.115712,101.558132,4,6096.8,8708.52,28,0.655
cust-0239,Kencana Project Supply 239,project_site,terr-pj,sp-pj,3.063185,101.63103,5,14127.62,22413.83,23,0.792
cust-0240,Metro Trading 240,contractor,terr-pj,sp-pj,3.117733,101.636554,3,11862.48,16427.47,9,0.587
cust-0241,Apex Construction 241,contractor,terr-shah-alam,sp-shah-alam,3.104062,101.488655,3,14002.93,8595.59,73,0.867
cust-0242,Bintang Engineering 242,project_site,terr-shah-alam,sp-shah-alam,3.033629,101.547759,1,3218.62,2679.26,21,0.355
cust-0243,Cahaya Industrial 243,contractor,terr-shah-alam,sp-shah-alam,3.115513,101.487221,3,11417.53,9177.26,114,0.95
cust-0244,Delta Buildmart 244,project_site,terr-shah-alam,sp-shah-alam,3.124747,101.484096,4,8393.97,7384.91,33,0.754
cust-0245,Eagle Contractors 245,contractor,terr-shah-alam,sp-shah-alam,3.075389,101.463807,3,4768.68,4189.96,56,0.764
cust-0246,Fortis Site Services 246,maintenance,terr-shah-alam,sp-shah-alam,3.126117,101.497838,3,8634.48,12499.66,67,0.69
cust-0247,Gemilang Project Supply 247,maintenance,terr-shah-alam,sp-shah-alam,3.023343,101.488992,3,3184.66,5406.22,65,0.741
cust-0248,Harapan Trading 248,distributor,terr-shah-alam,sp-shah-alam,3.105032,101.548239,4,4239.16,5733.04,98,0.95
cust-0249,Ikon Construction 249,contractor,terr-shah-alam,sp-shah-alam,3.079979,101.487373,2,12242.0,15997.81,61,0.64
cust-0250,Jaya Engineering 250,project_site,terr-shah-alam,sp-shah-alam,3.117886,101.481596,3,4411.77,5774.22,69,0.73
cust-0251,Kencana Industrial 251,project_site,terr-shah-alam,sp-shah-alam,3.111376,101.533539,5,10039.48,7042.36,20,0.834
cust-0252,Metro Buildmart 252,contractor,terr-shah-alam,sp-shah-alam,3.065816,101.481873,1,2243.18,452.12,111,0.792
cust-0253,Apex Contractors 253,contractor,terr-shah-alam,sp-shah-alam,3.035635,101.487292,3,14791.14,24141.03,100,0.851
cust-0254,Bintang Site Services 254,distributor,terr-shah-alam,sp-shah-alam,3.04739,101.522187,3,7535.84,12813.12,47,0.676
cust-0255,Cahaya Project Supply 255,project_site,terr-shah-alam,sp-shah-alam,3.113226,101.566078,2,5875.01,7393.37,114,0.905
cust-0256,Delta Trading 256,contractor,terr-shah-alam,sp-shah-alam,3.039638,101.534657,3,7153.79,9463.13,91,0.82
cust-0257,Eagle Construction 257,distributor,terr-shah-alam,sp-shah-alam,3.113611,101.529871,5,11829.63,10717.82,107,0.95
cust-0258,Fortis Engineering 258,contractor,terr-shah-alam,sp-shah-alam,3.017055,101.511329,1,11901.11,8849.09,93,0.654
cust-0259,Gemilang Industrial 259,maintenance,terr-shah-alam,sp-shah-alam,3.09437,101.542373,2,3361.09,5960.62,30,0.478
cust-0260,Harapan Buildmart 260,project_site,terr-shah-alam,sp-shah-alam,3.079305,101.490622,2,13498.76,13950.54,26,0.517
cust-0261,Ikon Contractors 261,maintenance,terr-shah-alam,sp-shah-alam,3.055065,101.558667,4,5472.36,7697.6,96,0.95
cust-0262,Jaya Site Services 262,distributor,terr-shah-alam,sp-shah-alam,3.101916,101.575049,4,7718.1,9586.21,87,0.942
cust-0263,Kencana Project Supply 263,distributor,terr-shah-alam,sp-shah-alam,3.123375,101.511248,3,14760.17,21977.79,118,0.95
cust-0264,Metro Trading 264,distributor,terr-shah-alam,sp-shah-alam,3.08109,101.541055,3,11390.41,18164.25,15,0.593
cust-0265,Apex Construction 265,contractor,terr-shah-alam,sp-shah-alam,3.076975,101.475195,3,3429.37,2712.49,10,0.61
cust-0266,Bintang Engineering 266,maintenance,terr-shah-alam,sp-shah-alam,3.100923,101.558475,2,5768.42,7317.71,70,0.696
cust-0267,Cahaya Industrial 267,maintenance,terr-shah-alam,sp-shah-alam,3.10632,101.469067,4,9892.21,15435.67,83,0.943
cust-0268,Delta Buildmart 268,project_site,terr-shah-alam,sp-shah-alam,3.032194,101.541063,4,5131.23,1050.06,115,0.95
cust-0269,Eagle Contractors 269,contractor,terr-shah-alam,sp-shah-alam,3.106768,101.536529,2,3459.38,6018.27,62,0.614
cust-0270,Fortis Site Services 270,distributor,terr-shah-alam,sp-shah-alam,3.123194,101.506409,4,3424.83,941.27,11,0.63
cust-0271,Gemilang Project Supply 271,maintenance,terr-shah-alam,sp-shah-alam,3.075939,101.558791,2,2008.02,2313.73,27,0.575
cust-0272,Harapan Trading 272,project_site,terr-shah-alam,sp-shah-alam,3.049821,101.47393,5,14761.1,18767.93,15,0.754
cust-0273,Ikon Construction 273,distributor,terr-shah-alam,sp-shah-alam,3.038928,101.562329,4,15366.32,19179.78,54,0.898
cust-0274,Jaya Engineering 274,maintenance,terr-shah-alam,sp-shah-alam,3.088929,101.465169,4,7080.86,7083.88,28,0.715
cust-0275,Kencana Industrial 275,maintenance,terr-shah-alam,sp-shah-alam,3.104062,101.488635,4,4822.32,1789.92,110,0.95
cust-0276,Metro Buildmart 276,project_site,terr-shah-alam,sp-shah-alam,3.064926,101.501812,3,12364.6,7212.58,81,0.858
cust-0277,Apex Contractors 277,maintenance,terr-shah-alam,sp-shah-alam,3.103437,101.490464,4,11233.37,18121.86,37,0.73
cust-0278,Bintang Site Services 278,project_site,terr-shah-alam,sp-shah-alam,3.052821,101.496879,5,16516.62,21105.52,67,0.95
cust-0279,Cahaya Project Supply 279,distributor,terr-shah-alam,sp-shah-alam,3.119535,101.523368,4,13261.1,4288.64,120,0.95
cust-0280,Delta Trading 280,distributor,terr-shah-alam,sp-shah-alam,3.068163,101.535269,3,5725.13,7039.34,35,0.663
cust-0281,Eagle Construction 281,contractor,terr-shah-alam,sp-shah-alam,3.045929,101.528677,3,14913.62,9503.51,65,0.786
cust-0282,Fortis Engineering 282,project_site,terr-shah-alam,sp-shah-alam,3.04337,101.5407,4,4187.38,2030.53,7,0.608
cust-0283,Gemilang Industrial 283,maintenance,terr-shah-alam,sp-shah-alam,3.079359,101.515464,5,3228.7,3292.47,24,0.815
cust-0284,Harapan Buildmart 284,contractor,terr-shah-alam,sp-shah-alam,3.119411,101.523529,4,8078.68,11054.97,37,0.788
cust-0285,Ikon Contractors 285,contractor,terr-shah-alam,sp-shah-alam,3.045146,101.511899,3,2903.57,4078.23,6,0.561
cust-0286,Jaya Site Services 286,project_site,terr-shah-alam,sp-shah-alam,3.109457,101.464725,4,14482.15,10871.75,92,0.934
cust-0287,Kencana Project Supply 287,distributor,terr-shah-alam,sp-shah-alam,3.068915,101.564525,4,7076.17,2846.51,55,0.826
cust-0288,Metro Trading 288,distributor,terr-shah-alam,sp-shah-alam,3.032104,101.478095,4,12622.56,9424.17,18,0.702
cust-0289,Apex Construction 289,distributor,terr-shah-alam,sp-shah-alam,3.090944,101.562543,5,4977.73,1209.86,78,0.95
cust-0290,Bintang Engineering 290,distributor,terr-shah-alam,sp-shah-alam,3.101681,101.494312,1,9563.03,14175.05,111,0.784
cust-0291,Cahaya Industrial 291,maintenance,terr-shah-alam,sp-shah-alam,3.090232,101.473612,5,10262.06,14749.0,21,0.868
cust-0292,Delta Buildmart 292,distributor,terr-shah-alam,sp-shah-alam,3.094735,101.472703,2,7692.17,7179.15,10,0.459
cust-0293,Eagle Contractors 293,contractor,terr-shah-alam,sp-shah-alam,3.067274,101.50419,5,3545.84,3315.13,59,0.9
cust-0294,Fortis Site Services 294,contractor,terr-shah-alam,sp-shah-alam,3.08651,101.46534,4,4179.61,4415.54,92,0.95
cust-0295,Gemilang Project Supply 295,project_site,terr-shah-alam,sp-shah-alam,3.08199,101.523136,3,8825.16,3315.55,44,0.715
cust-0296,Harapan Trading 296,project_site,terr-shah-alam,sp-shah-alam,3.034158,101.468298,4,14944.97,21453.97,46,0.779
cust-0297,Ikon Construction 297,contractor,terr-shah-alam,sp-shah-alam,3.068105,101.539558,2,12478.6,8588.2,89,0.82
cust-0298,Jaya Engineering 298,contractor,terr-shah-alam,sp-shah-alam,3.038183,101.563093,5,2551.07,1038.2,99,0.95
cust-0299,Kencana Industrial 299,project_site,terr-shah-alam,sp-shah-alam,3.060353,101.499488,4,3438.3,1118.48,38,0.744
cust-0300,Metro Buildmart 300,distributor,terr-shah-alam,sp-shah-alam,3.064456,101.533591,4,4439.63,4286.42,52,0.742
cust-0301,Apex Contractors 301,distributor,terr-shah-alam,sp-shah-alam,3.026023,101.491539,5,13525.62,17475.21,5,0.7
cust-0302,Bintang Site Services 302,distributor,terr-shah-alam,sp-shah-alam,3.099757,101.487622,5,7376.04,6741.02,59,0.95
cust-0303,Cahaya Project Supply 303,maintenance,terr-shah-alam,sp-shah-alam,3.107418,101.507474,5,8426.05,2489.09,45,0.95
cust-0304,Delta Trading 304,project_site,terr-shah-alam,sp-shah-alam,3.085676,101.547293,3,2245.4,2685.08,16,0.573
cust-0305,Eagle Construction 305,contractor,terr-shah-alam,sp-shah-alam,3.135945,101.525152,4,8035.21,3340.33,24,0.637
cust-0306,Fortis Engineering 306,distributor,terr-shah-alam,sp-shah-alam,3.040693,101.514334,5,13307.0,14114.27,8,0.69
cust-0307,Gemilang Industrial 307,maintenance,terr-shah-alam,sp-shah-alam,3.009952,101.518831,2,6979.62,2663.84,70,0.749
cust-0308,Harapan Buildmart 308,contractor,terr-shah-alam,sp-shah-alam,3.10993,101.527864,3,12402.09,15445.58,10,0.473
cust-0309,Ikon Contractors 309,distributor,terr-shah-alam,sp-shah-alam,3.075411,101.475615,5,11668.54,16275.09,85,0.95
cust-0310,Jaya Site Services 310,distributor,terr-shah-alam,sp-shah-alam,3.102547,101.487263,3,4762.52,5845.11,70,0.72
cust-0311,Kencana Project Supply 311,contractor,terr-shah-alam,sp-shah-alam,3.041268,101.503866,4,9414.75,10297.6,92,0.897
cust-0312,Metro Trading 312,distributor,terr-shah-alam,sp-shah-alam,3.107756,101.562872,5,4984.36,6899.46,28,0.838
cust-0313,Apex Construction 313,project_site,terr-shah-alam,sp-shah-alam,3.05229,101.490865,3,13720.33,7544.88,13,0.566
cust-0314,Bintang Engineering 314,project_site,terr-shah-alam,sp-shah-alam,3.093128,101.520066,2,2387.05,2922.53,111,0.838
cust-0315,Cahaya Industrial 315,contractor,terr-shah-alam,sp-shah-alam,3.036807,101.518714,3,14148.63,21213.77,86,0.803
cust-0316,Delta Buildmart 316,project_site,terr-shah-alam,sp-shah-alam,3.093646,101.488307,2,4504.11,1687.28,53,0.537
cust-0317,Eagle Contractors 317,maintenance,terr-shah-alam,sp-shah-alam,3.101316,101.548427,5,7485.05,2965.84,34,0.93
cust-0318,Fortis Site Services 318,project_site,terr-shah-alam,sp-shah-alam,3.057018,101.540158,4,8898.36,5353.94,76,0.851
cust-0319,Gemilang Project Supply 319,project_site,terr-shah-alam,sp-shah-alam,3.129129,101.5059,3,5542.21,7170.88,102,0.849
cust-0320,Harapan Trading 320,project_site,terr-shah-alam,sp-shah-alam,3.0631,101.568776,5,16637.84,29027.4,22,0.8
cust-0321,Ikon Construction 321,distributor,terr-cheras,sp-cheras,3.121081,101.68954,1,9927.68,13263.08,31,0.364
cust-0322,Jaya Engineering 322,maintenance,terr-cheras,sp-cheras,3.13698,101.735262,3,13971.37,15388.46,75,0.811
cust-0323,Kencana Industrial 323,maintenance,terr-cheras,sp-cheras,3.084137,101.696095,3,4194.18,3540.35,70,0.759
cust-0324,Metro Buildmart 324,project_site,terr-cheras,sp-cheras,3.095642,101.776973,2,5328.32,3119.54,66,0.725
cust-0325,Apex Contractors 325,maintenance,terr-cheras,sp-cheras,3.118309,101.776968,2,6817.31,3712.27,48,0.623
cust-0326,Bintang Site Services 326,distributor,terr-cheras,sp-cheras,3.11757,101.687413,3,11381.16,15437.24,85,0.822
cust-0327,Cahaya Project Supply 327,distributor,terr-cheras,sp-cheras,3.100622,101.709074,3,3756.89,6032.32,27,0.597
cust-0328,Delta Trading 328,project_site,terr-cheras,sp-cheras,3.090102,101.724885,2,8396.98,7138.56,69,0.729
cust-0329,Eagle Construction 329,maintenance,terr-cheras,sp-cheras,3.133785,101.769811,1,9821.91,7799.31,113,0.776
cust-0330,Fortis Engineering 330,distributor,terr-cheras,sp-cheras,3.143078,101.693398,4,6756.5,10484.17,79,0.939
cust-0331,Gemilang Industrial 331,contractor,terr-cheras,sp-cheras,3.106093,101.731766,4,7838.26,8334.19,37,0.781
cust-0332,Harapan Buildmart 332,project_site,terr-cheras,sp-cheras,3.068271,101.704327,4,3391.48,5735.93,108,0.95
cust-0333,Ikon Contractors 333,maintenance,terr-cheras,sp-cheras,3.056225,101.720288,3,8339.78,4895.96,46,0.68
cust-0334,Jaya Site Services 334,maintenance,terr-cheras,sp-cheras,3.084868,101.728301,4,3061.37,4350.8,23,0.694
cust-0335,Kencana Project Supply 335,maintenance,terr-cheras,sp-cheras,3.087363,101.699774,3,11292.17,8578.35,103,0.92
cust-0336,Metro Trading 336,contractor,terr-cheras,sp-cheras,3.110282,101.747804,2,4750.35,5418.5,71,0.641
cust-0337,Apex Construction 337,maintenance,terr-cheras,sp-cheras,3.097792,101.727075,4,1760.18,2980.98,14,0.748
cust-0338,Bintang Engineering 338,project_site,terr-cheras,sp-cheras,3.105719,101.74998,3,8433.92,13149.46,58,0.676
cust-0339,Cahaya Industrial 339,project_site,terr-cheras,sp-cheras,3.0961,101.719513,4,3377.52,4758.91,85,0.95
cust-0340,Delta Buildmart 340,maintenance,terr-cheras,sp-cheras,3.083417,101.717469,3,2250.18,798.51,18,0.514
cust-0341,Eagle Contractors 341,project_site,terr-cheras,sp-cheras,3.112626,101.730197,5,10564.69,4034.3,7,0.765
cust-0342,Fortis Site Services 342,distributor,terr-cheras,sp-cheras,3.080476,101.743376,4,11165.22,16540.29,80,0.95
cust-0343,Gemilang Project Supply 343,project_site,terr-cheras,sp-cheras,3.063342,101.696651,1,6387.78,2946.44,95,0.686
cust-0344,Harapan Trading 344,distributor,terr-cheras,sp-cheras,3.134072,101.694146,4,9483.05,2024.27,21,0.692
cust-0345,Ikon Construction 345,contractor,terr-cheras,sp-cheras,3.067365,101.750949,2,9592.49,5081.9,85,0.725
cust-0346,Jaya Engineering 346,project_site,terr-cheras,sp-cheras,3.121504,101.759053,5,12223.31,6454.82,66,0.927
cust-0347,Kencana Industrial 347,project_site,terr-cheras,sp-cheras,3.15646,101.719072,4,13431.16,22800.31,52,0.854
cust-0348,Metro Buildmart 348,contractor,terr-cheras,sp-cheras,3.073408,101.754122,3,2727.04,4504.69,78,0.783
cust-0349,Apex Contractors 349,project_site,terr-cheras,sp-cheras,3.138934,101.691184,2,3432.05,6159.13,119,0.917
cust-0350,Bintang Site Services 350,maintenance,terr-cheras,sp-cheras,3.147438,101.719952,3,9504.47,1943.48,89,0.888
cust-0351,Cahaya Project Supply 351,maintenance,terr-cheras,sp-cheras,3.119868,101.707104,4,3627.86,1305.73,19,0.743
cust-0352,Delta Trading 352,distributor,terr-cheras,sp-cheras,3.100293,101.711401,2,11442.73,5939.57,100,0.738
cust-0353,Eagle Construction 353,distributor,terr-cheras,sp-cheras,3.151698,101.723806,3,13194.48,20943.3,10,0.525
cust-0354,Fortis Engineering 354,maintenance,terr-cheras,sp-cheras,3.078878,101.713168,2,7642.39,10785.47,49,0.606
cust-0355,Gemilang Industrial 355,contractor,terr-cheras,sp-cheras,3.105095,101.753419,2,9814.35,2040.55,14,0.376
cust-0356,Harapan Buildmart 356,project_site,terr-cheras,sp-cheras,3.13133,101.74856,5,6705.92,3466.4,77,0.95
cust-0357,Ikon Contractors 357,project_site,terr-cheras,sp-cheras,3.067594,101.730404,5,6461.68,7039.74,37,0.917
cust-0358,Jaya Site Services 358,distributor,terr-cheras,sp-cheras,3.107291,101.75904,4,4513.53,6165.04,39,0.844
cust-0359,Kencana Project Supply 359,contractor,terr-cheras,sp-cheras,3.128485,101.71275,2,9380.28,10418.63,105,0.788
cust-0360,Metro Trading 360,distributor,terr-cheras,sp-cheras,3.144781,101.721162,2,2151.71,1547.06,40,0.562
cust-0361,Apex Construction 361,distributor,terr-cheras,sp-cheras,3.069812,101.695407,3,14695.89,15545.94,58,0.808
cust-0362,Bintang Engineering 362,distributor,terr-cheras,sp-cheras,3.090433,101.725396,2,4077.99,3209.85,7,0.366
cust-0363,Cahaya Industrial 363,distributor,terr-cheras,sp-cheras,3.066338,101.750179,3,7639.39,3632.62,75,0.739
cust-0364,Delta Buildmart 364,maintenance,terr-cheras,sp-cheras,3.140509,101.702627,2,6987.17,6339.77,5,0.385
cust-0365,Eagle Contractors 365,contractor,terr-cheras,sp-cheras,3.127993,101.766288,3,14445.59,23467.25,91,0.798
cust-0366,Fortis Site Services 366,contractor,terr-cheras,sp-cheras,3.154203,101.703671,4,10437.55,2959.39,58,0.801
cust-0367,Gemilang Project Supply 367,contractor,terr-cheras,sp-cheras,3.1006,101.752299,3,13954.76,8302.6,59,0.705
cust-0368,Harapan Trading 368,project_site,terr-cheras,sp-cheras,3.155799,101.718897,4,7672.58,11689.12,54,0.899
cust-0369,Ikon Construction 369,distributor,terr-cheras,sp-cheras,3.139265,101.72077,5,11292.8,6865.76,111,0.95
cust-0370,Jaya Engineering 370,maintenance,terr-cheras,sp-cheras,3.129125,101.770779,1,3878.6,3734.11,66,0.47
cust-0371,Kencana Industrial 371,maintenance,terr-cheras,sp-cheras,3.113297,101.684973,1,4970.23,4350.24,96,0.613
cust-0372,Metro Buildmart 372,distributor,terr-cheras,sp-cheras,3.094303,101.736477,2,7340.5,13135.44,109,0.894
cust-0373,Apex Contractors 373,distributor,terr-cheras,sp-cheras,3.065087,101.697539,5,4262.62,4894.13,81,0.95
cust-0374,Bintang Site Services 374,project_site,terr-cheras,sp-cheras,3.120422,101.741611,2,6501.73,1356.02,106,0.858
cust-0375,Cahaya Project Supply 375,maintenance,terr-cheras,sp-cheras,3.123733,101.68255,3,13147.35,16406.27,78,0.785
cust-0376,Delta Trading 376,project_site,terr-cheras,sp-cheras,3.133078,101.704941,3,10090.71,15670.02,66,0.813
cust-0377,Eagle Construction 377,maintenance,terr-cheras,sp-cheras,3.071534,101.712563,3,9624.06,16323.22,37,0.587
cust-0378,Fortis Engineering 378,project_site,terr-cheras,sp-cheras,3.086536,101.701699,4,6812.47,2099.55,67,0.877
cust-0379,Gemilang Industrial 379,distributor,terr-cheras,sp-cheras,3.109208,101.700185,5,12225.99,9869.18,90,0.95
cust-0380,Harapan Buildmart 380,maintenance,terr-cheras,sp-cheras,3.053769,101.719575,2,8724.92,5373.19,60,0.666
cust-0381,Ikon Contractors 381,contractor,terr-cheras,sp-cheras,3.065576,101.751446,4,7897.29,1761.63,25,0.762
cust-0382,Jaya Site Services 382,distributor,terr-cheras,sp-cheras,3.099794,101.767074,4,7446.26,6238.44,5,0.59
cust-0383,Kencana Project Supply 383,distributor,terr-cheras,sp-cheras,3.092426,101.747412,4,13639.9,6434.97,95,0.95
cust-0384,Metro Trading 384,contractor,terr-cheras,sp-cheras,3.146757,101.729436,5,5076.45,8821.23,50,0.945
cust-0385,Apex Construction 385,project_site,terr-cheras,sp-cheras,3.11299,101.74856,3,12766.1,7800.55,98,0.895
cust-0386,Bintang Engineering 386,maintenance,terr-cheras,sp-cheras,3.069253,101.686362,4,4770.22,2946.54,118,0.95
cust-0387,Cahaya Industrial 387,project_site,terr-cheras,sp-cheras,3.082058,101.725254,4,2328.67,681.4,24,0.633
cust-0388,Delta Buildmart 388,project_site,terr-cheras,sp-cheras,3.108478,101.68736,4,4579.93,1730.03,97,0.95
cust-0389,Eagle Contractors 389,contractor,terr-cheras,sp-cheras,3.118664,101.74597,3,6307.55,7986.3,98,0.859
cust-0390,Fortis Site Services 390,project_site,terr-cheras,sp-cheras,3.067489,101.737445,2,3632.91,1998.72,94,0.816
cust-0391,Gemilang Project Supply 391,distributor,terr-cheras,sp-cheras,3.095436,101.674812,4,4759.13,4533.43,10,0.656
cust-0392,Harapan Trading 392,contractor,terr-cheras,sp-cheras,3.136342,101.708901,4,10602.68,16175.6,101,0.95
cust-0393,Ikon Construction 393,project_site,terr-cheras,sp-cheras,3.066167,101.756506,5,2700.45,4361.15,19,0.791
cust-0394,Jaya Engineering 394,distributor,terr-cheras,sp-cheras,3.143019,101.755438,1,8221.38,8606.32,57,0.451
cust-0395,Kencana Industrial 395,distributor,terr-cheras,sp-cheras,3.12345,101.743178,3,12466.84,10025.82,77,0.738
cust-0396,Metro Buildmart 396,project_site,terr-cheras,sp-cheras,3.084177,101.751154,5,5789.4,9439.92,95,0.95
cust-0397,Apex Contractors 397,contractor,terr-cheras,sp-cheras,3.096824,101.770397,4,8408.61,14047.49,95,0.95
cust-0398,Bintang Site Services 398,contractor,terr-cheras,sp-cheras,3.122137,101.7459,4,5823.0,3440.96,107,0.95
cust-0399,Cahaya Project Supply 399,project_site,terr-cheras,sp-cheras,3.098183,101.685888,4,5186.63,2705.29,100,0.95
cust-0400,Delta Trading 400,contractor,terr-cheras,sp-cheras,3.13827,101.742221,4,3500.82,4007.78,54,0.824
